val_loss,val_regression_loss,val_classification_loss,val_angle_regression_loss,loss,regression_loss,classification_loss,angle_regression_loss,mAP,lr
4.717720031738281,0.5861527323722839,0.20377101004123688,0.7016690373420715,2.1244582019068976,0.7475709,0.4441034,0.9327845,0.0,1e-05
6.055056571960449,0.5075867772102356,0.21295127272605896,0.14427925646305084,1.0751253632885036,0.52068037,0.1124829,0.441962,0.0,1e-05
3.5198817253112793,0.4699481129646301,0.17814278602600098,0.09925542771816254,0.6460081387424108,0.45942625,0.08224496,0.104336746,0.0,1e-05
1.988889217376709,0.42930370569229126,0.0831729844212532,0.06475681811571121,0.5531620981943126,0.4154094,0.05719036,0.08056227,0.0,1e-05
2.5110723972320557,0.41203200817108154,0.07353367656469345,0.057118117809295654,0.49676944642807497,0.3894205,0.046416007,0.060932938,0.0,1e-05
1.033719539642334,0.3938824534416199,0.05184007063508034,0.04691725969314575,0.4535114952560627,0.36248332,0.03969034,0.05133779,0.0,1e-05
3.598538398742676,0.37314432859420776,0.06847010552883148,0.04375104606151581,0.4107502940665893,0.34061292,0.026185105,0.04395207,0.0,1e-05
2.9274754524230957,0.3641835153102875,0.056406956166028976,0.03372341766953468,0.3827708707275716,0.3227297,0.020977736,0.039063256,0.0,1e-05
2.041585683822632,0.3520113229751587,0.04775372892618179,0.03282773494720459,0.358826260439901,0.3053697,0.01740344,0.036053095,0.0,1e-05
0.72325599193573,0.33220648765563965,0.03134748712182045,0.02397308684885502,0.3416180218748673,0.2962085,0.014458565,0.030950954,0.0,1e-05
2.0726027488708496,0.32835471630096436,0.04616111144423485,0.03582093492150307,0.33336363425431303,0.29001695,0.012899011,0.030447625,0.0,1e-05
1.747754693031311,0.3240745961666107,0.04246508330106735,0.040272414684295654,0.31359157572215834,0.2735712,0.011338385,0.028681913,0.0,1e-05
5.278275012969971,0.31770244240760803,0.07249043881893158,0.03208812326192856,0.2987859514206789,0.26194188,0.010698832,0.026145246,0.0,1e-05
0.7834771275520325,0.30589231848716736,0.028680365532636642,0.022111747413873672,0.28723939449712754,0.25457656,0.009669428,0.022993427,0.0,1e-05
1.8597853183746338,0.30016687512397766,0.03688809275627136,0.018255943432450294,0.27624270425124936,0.24724178,0.00782889,0.021171808,0.0,1e-05
1.1660237312316895,0.2960367798805237,0.029634883627295494,0.01865089125931263,0.26493214698316386,0.23702328,0.007058918,0.020849938,0.0,1e-05
8.878643035888672,0.2910691797733307,0.11029599606990814,0.02063889242708683,0.25975111033548703,0.23278064,0.005796165,0.021174306,0.0,1e-05
0.6814740300178528,0.28955763578414917,0.02415376901626587,0.02200031466782093,0.2532918282521749,0.22636774,0.005887953,0.021036156,0.0,1e-05
0.8027117848396301,0.2850068211555481,0.025738684460520744,0.016363414004445076,0.24844106945929903,0.22537245,0.004906031,0.01816243,0.0,1e-05
6.6589789390563965,0.2825222611427307,0.08553808182477951,0.019498206675052643,0.24609787965595206,0.22195585,0.004532388,0.019609552,0.0,1e-05
1.0847272872924805,0.28361713886260986,0.026033736765384674,0.020081479102373123,0.23649705774753652,0.21341312,0.0041217287,0.018962102,0.0,1e-05
0.7899801731109619,0.2801506817340851,0.027218125760555267,0.02385903149843216,0.2306058186690764,0.20835245,0.0036285354,0.018624935,0.0,1e-05
2.2647855281829834,0.28160402178764343,0.04985518008470535,0.018899308517575264,0.2257621020267424,0.2054894,0.0036825198,0.016590174,0.0,1e-05
1.0419238805770874,0.2724030315876007,0.02860894799232483,0.02651510387659073,0.22938380391160623,0.20493582,0.0032721497,0.021175737,0.0,1e-05
0.5511869192123413,0.2723265290260315,0.024025103077292442,0.017342859879136086,0.21889292234167837,0.19659537,0.0027417091,0.019555783,0.0,1e-05
