IoU, Prec., Rec., F1, ang. err., std. ang. err., F. Neg, F. Pos, T. Pos 
0.5, 0.9843342036553525, 0.9775280898876404, 0.9809193408499566, 1.1495327331329535, 0.8751184877495992, 26.0, 18.0, 1131.0
0.55, 0.9843342036553525, 0.9775280898876404, 0.9809193408499566, 1.1495327331329535, 0.8751184877495992, 26.0, 18.0, 1131.0
0.6000000000000001, 0.9843342036553525, 0.9775280898876404, 0.9809193408499566, 1.1495327331329535, 0.8751184877495992, 26.0, 18.0, 1131.0
0.6500000000000001, 0.9843342036553525, 0.9775280898876404, 0.9809193408499566, 1.1495327331329535, 0.8751184877495992, 26.0, 18.0, 1131.0
0.7000000000000002, 0.97911227154047, 0.9723422644770959, 0.9757155247181266, 1.15228522672051, 0.8762840986277812, 32.0, 24.0, 1125.0
0.7500000000000002, 0.9738903394255874, 0.9671564390665515, 0.9705117085862967, 1.1532767177170988, 0.8758869605705961, 38.0, 30.0, 1119.0
0.8000000000000003, 0.9643167972149695, 0.9576490924805532, 0.9609713790112749, 1.1564565539183769, 0.8783184971899939, 49.0, 41.0, 1108.0
0.8500000000000003, 0.9469103568320278, 0.9403630077787382, 0.9436253252385083, 1.1578942303277682, 0.881962589811089, 69.0, 61.0, 1088.0
0.9000000000000004, 0.8772845953002611, 0.8712186689714779, 0.8742411101474414, 1.1399249933543163, 0.8670702051809033, 149.0, 141.0, 1008.0
0.9500000000000004, 0.40644038294168844, 0.40363007778738114, 0.4050303555941023, 1.0443472454742926, 0.8061800916515977, 690.0, 682.0, 467.0
Avg, 0.9085291557876415, 0.9022471910112358, 0.9053772766695577, 1.1402315900044175, 0.8686176394030358, --, --, --
Time: 17.903359369000555
