val_loss,val_bbox_regression_loss,val_classification_loss,loss,bbox_regression_loss,classification_loss,mAP,lr
1.7601450681686401,1.7679997682571411,0.23335300385951996,2.789701969089984,2.3169382,0.47276303,0.0,1e-05
1.0298399925231934,1.0300184488296509,0.1543038934469223,1.1938106343902724,1.0300227,0.1637873,0.0,1e-05
0.7880293130874634,0.7688546776771545,0.1227264404296875,0.6997292481287561,0.6040458,0.095683455,0.0,1e-05
0.7198399305343628,0.7670562267303467,0.11715994775295258,0.5328161496706684,0.46644437,0.066371955,0.0,1e-05
0.4963655173778534,0.6215589046478271,0.10952705889940262,0.4496539682808398,0.39764357,0.05201049,0.0,1e-05
0.4534236788749695,0.5967975854873657,0.10357224196195602,0.3997679889576058,0.35851842,0.04124959,0.0,1e-05
0.43789711594581604,0.5319920778274536,0.11017053574323654,0.3595583413220763,0.3232219,0.03633645,0.0,1e-05
0.3320334255695343,0.5554511547088623,0.11068478226661682,0.32667125704205263,0.29645547,0.030215878,0.0,1e-05
0.3548153340816498,0.5317250490188599,0.12419351935386658,0.31173834781795007,0.28442907,0.027309313,0.0,1e-05
0.3521703779697418,0.5272504091262817,0.1139289140701294,0.2931518343092007,0.26910213,0.024049725,0.0,1e-05
0.31000274419784546,0.515548586845398,0.13610880076885223,0.2795711567363638,0.25809515,0.021475852,0.0,1e-05
0.2908576428890228,0.5309575796127319,0.1349789947271347,0.2638035682913613,0.24550734,0.018296294,0.0,1e-05
0.32032039761543274,0.46266862750053406,0.11425281316041946,0.25856906625865844,0.24192291,0.01664621,0.0,1e-05
0.2395121157169342,0.4527893364429474,0.10978994518518448,0.23487438454818393,0.21995682,0.014917555,0.0,1e-05
0.22365422546863556,0.4492664039134979,0.12000741809606552,0.23432963085325914,0.2212738,0.013055809,0.0,1e-05
0.21414873003959656,0.44196948409080505,0.1447201520204544,0.22359841976955633,0.211681,0.011917539,0.0,1e-05
0.31139564514160156,0.439105361700058,0.19116590917110443,0.21905734476218164,0.20818494,0.010872394,0.0,1e-05
0.21176809072494507,0.46832433342933655,0.18925563991069794,0.2084491048183315,0.19892375,0.009525361,0.0,1e-05
0.2591135501861572,0.4881599247455597,0.1576886922121048,0.20844155627144725,0.19882615,0.009615395,0.0,1e-05
0.24483391642570496,0.4490945339202881,0.15781322121620178,0.20293923789240018,0.19425814,0.008681019,0.0,1e-05
0.19671371579170227,0.41653943061828613,0.1667672097682953,0.1909434234094102,0.18367092,0.0072724903,0.0,1e-05
0.18164117634296417,0.4161331057548523,0.136864572763443,0.18949688166012246,0.18231884,0.0071780984,0.0,1e-05
0.17622961103916168,0.45251429080963135,0.1469966024160385,0.1798182544494967,0.17336252,0.00645576,0.0,1e-05
0.22858476638793945,0.41011154651641846,0.1751491129398346,0.18091163299740726,0.17403576,0.006875829,0.0,1e-05
0.21642547845840454,0.4205014705657959,0.16121943295001984,0.17606399435259942,0.17075677,0.00530721,0.0,1e-05
