val_loss,val_bbox_regression_loss,val_classification_loss,loss,bbox_regression_loss,classification_loss,mAP,lr
2.3555045127868652,1.7288603782653809,0.24513772130012512,2.80513737877511,2.3353536,0.46978354,0.0,1e-05
1.1213090419769287,0.9199041724205017,0.14631594717502594,1.1421051926233552,1.0082744,0.13383093,0.0,1e-05
0.9734788537025452,0.7296716570854187,0.1311245560646057,0.6229509578810798,0.5488992,0.0740519,0.0,1e-05
0.8623444437980652,0.6871854066848755,0.1322217881679535,0.48301073852362053,0.4218255,0.06118547,0.0,1e-05
0.7869977355003357,0.6449117064476013,0.11696627736091614,0.4088085470580016,0.36793903,0.04086968,0.0,1e-05
0.7717402577400208,0.5794253945350647,0.11761269718408585,0.36231612024424276,0.32878923,0.033526845,0.0,1e-05
0.7303381562232971,0.5689423084259033,0.10083595663309097,0.31890116392157386,0.29080597,0.028095122,0.0,1e-05
0.7076413631439209,0.5394130349159241,0.11883139610290527,0.291859625422424,0.26749387,0.024365762,0.0,1e-05
0.687122106552124,0.5417987108230591,0.12346580624580383,0.2697445622529491,0.24995641,0.019788077,0.0,1e-05
0.6573154926300049,0.5275638103485107,0.14937818050384521,0.24669754867411967,0.22994392,0.01675353,0.0,1e-05
0.7197917103767395,0.5115211009979248,0.127945676445961,0.24538792867557882,0.2299628,0.015425081,0.0,1e-05
0.6522843241691589,0.5071899890899658,0.14782440662384033,0.2256368034148496,0.21208408,0.013552779,0.0,1e-05
0.6991957426071167,0.4848077893257141,0.14363133907318115,0.22051673478837314,0.20857179,0.011944926,0.0,1e-05
0.7569755911827087,0.48836806416511536,0.14891909062862396,0.20527046254346099,0.19502829,0.010242253,0.0,1e-05
0.6715580224990845,0.48266926407814026,0.15084244310855865,0.19936420319509113,0.19017406,0.009190112,0.0,1e-05
0.6535214781761169,0.4863030016422272,0.17596092820167542,0.19082438285018444,0.18185148,0.008972984,0.0,1e-05
0.6441458463668823,0.45385199785232544,0.1624668538570404,0.18859157647556318,0.18129167,0.0072997464,0.0,1e-05
0.8319904804229736,0.4774715006351471,0.16855104267597198,0.17919086308251894,0.17191812,0.007272742,0.0,1e-05
0.6618698835372925,0.4574682116508484,0.16786444187164307,0.18310648289442807,0.17608197,0.0070245494,0.0,1e-05
0.6630276441574097,0.46986719965934753,0.179442897439003,0.16770522270181956,0.16187593,0.005829283,0.0,1e-05
0.6762710809707642,0.46593236923217773,0.17979636788368225,0.16451718990489592,0.1589164,0.005600714,0.0,1e-05
0.6682624816894531,0.4471184015274048,0.18578819930553436,0.16463278731146844,0.15954088,0.005091825,0.0,1e-05
0.6983252763748169,0.46185970306396484,0.176131010055542,0.1629894649108789,0.15859282,0.004396668,0.0,1e-05
0.8193938732147217,0.4710341691970825,0.2022205889225006,0.16253266630155017,0.1581426,0.00439002,0.0,1e-05
0.7727343440055847,0.4448666572570801,0.1818659007549286,0.15815244529659572,0.15412578,0.0040265424,0.0,1e-05
