val_loss,val_bbox_regression_loss,val_classification_loss,loss,bbox_regression_loss,classification_loss,mAP,lr
1.2555756568908691,1.7162691354751587,0.2543301582336426,2.9808217895151388,2.4625084,0.5183135,0.0,1e-05
1.0713590383529663,0.917422890663147,0.16171817481517792,1.4783019999964069,1.2924051,0.18589666,0.0,1e-05
0.43043288588523865,0.6260861158370972,0.1147012934088707,0.8365751064636491,0.72241837,0.114156924,0.0,1e-05
0.32682299613952637,0.5818676948547363,0.08828302472829819,0.6142708784853569,0.53032964,0.0839413,0.0,1e-05
0.16489657759666443,0.4898958206176758,0.07528819143772125,0.5123437926775277,0.44745293,0.06489114,0.0,1e-05
0.2702016830444336,0.41426098346710205,0.06991550326347351,0.44071277050357877,0.38687423,0.05383847,0.0,1e-05
0.08855750411748886,0.4498516321182251,0.06344238668680191,0.3994664644841293,0.35460547,0.04486113,0.0,1e-05
0.1434880644083023,0.3952872157096863,0.05247831344604492,0.359985278331383,0.320285,0.039700344,0.0,1e-05
0.1257048398256302,0.4175322949886322,0.05271652340888977,0.33077217438587486,0.29729256,0.033479597,0.0,1e-05
0.09029196202754974,0.3836827874183655,0.044246282428503036,0.3197246537440353,0.29106742,0.028657133,0.0,1e-05
0.06851666420698166,0.342450886964798,0.0419037751853466,0.2913314451115451,0.26504964,0.02628181,0.0,1e-05
0.012279106304049492,0.34664931893348694,0.037769682705402374,0.27557799394825716,0.2512237,0.024354275,0.0,1e-05
0.01176282949745655,0.3353227972984314,0.03469477593898773,0.2626269835216755,0.24218966,0.020437304,0.0,1e-05
0.01696307584643364,0.3366554081439972,0.034112349152565,0.2501470124909908,0.23074445,0.019402482,0.0,1e-05
0.00184116349555552,0.35917648673057556,0.039820265024900436,0.2455766514241178,0.22759451,0.01798214,0.0,1e-05
0.0023230670485645533,0.31272080540657043,0.029975539073348045,0.2360347046498021,0.21897979,0.01705502,0.0,1e-05
0.0010328376665711403,0.3727613091468811,0.03392375260591507,0.22055371985356254,0.20618959,0.0143641345,0.0,1e-05
0.004791261162608862,0.32351237535476685,0.029863785952329636,0.22067235635775506,0.20674409,0.013928281,0.0,1e-05
0.0028729685582220554,0.29254037141799927,0.03196372464299202,0.20722712674186636,0.1943769,0.012850173,0.0,1e-05
0.0010401014005765319,0.2964915931224823,0.032352156937122345,0.2040682206175052,0.19162858,0.012439782,0.0,1e-05
0.0019798956345766783,0.2927948236465454,0.030918167904019356,0.1998823587740238,0.18899877,0.010883573,0.0,1e-05
0.006530311424285173,0.2985163927078247,0.029177814722061157,0.1904958889599515,0.17933485,0.011160975,0.0,1e-05
0.006478114053606987,0.30837997794151306,0.03743448480963707,0.18498885540868695,0.17548162,0.009507287,0.0,1e-05
0.00047345185885205865,0.2795828878879547,0.03115728683769703,0.18417858481891794,0.17572641,0.00845214,0.0,1e-05
0.002093951916322112,0.2960042357444763,0.0290413498878479,0.17500084439186572,0.1669446,0.008056316,0.0,1e-05
