val_loss,val_bbox_regression_loss,val_classification_loss,loss,bbox_regression_loss,classification_loss,mAP,lr
2.790411949157715,1.741795539855957,0.20636439323425293,3.138694653540482,2.5154397,0.62325466,0.0,1e-05
1.9412460327148438,0.9927818179130554,0.11935974657535553,1.528209493484026,1.3678734,0.16033639,0.0,1e-05
1.4002829790115356,0.6996046900749207,0.06139431148767471,0.9365053182398831,0.8465959,0.08990982,0.0,1e-05
1.2026646137237549,0.5841782689094543,0.043351635336875916,0.7150247663627436,0.65783376,0.057190936,0.0,1e-05
0.8599963784217834,0.47702255845069885,0.030919894576072693,0.5985753114024798,0.55634236,0.042232953,0.0,1e-05
0.7891591787338257,0.44438934326171875,0.02508479729294777,0.5180421186450087,0.4846643,0.033377886,0.0,1e-05
0.7788554430007935,0.4061520993709564,0.021422067657113075,0.447495845640883,0.41980794,0.027687864,0.0,1e-05
0.6558970808982849,0.3994160294532776,0.017256053164601326,0.40293554584553215,0.3794774,0.023458147,0.0,1e-05
0.6246945858001709,0.3595803380012512,0.015940004959702492,0.37147205727703775,0.35228786,0.019184234,0.0,1e-05
0.6130622625350952,0.3631892800331116,0.013849690556526184,0.3653504153092702,0.3463362,0.019014262,0.0,1e-05
0.5998039841651917,0.35198384523391724,0.012970644049346447,0.36879715029104254,0.35261112,0.016186027,0.0,1e-05
0.5558125972747803,0.335197389125824,0.01221572607755661,0.337236384274783,0.32348278,0.013753581,0.0,1e-05
0.6569373607635498,0.3705863654613495,0.010991770774126053,0.31995571220730556,0.30773583,0.012219803,0.0,1e-05
0.5068631768226624,0.3173481822013855,0.012949074618518353,0.2986591255039345,0.28829536,0.010363793,0.0,1e-05
0.7049045562744141,0.3474925756454468,0.00963393971323967,0.3041333331278077,0.29302827,0.011105111,0.0,1e-05
0.47231775522232056,0.315333753824234,0.008920745924115181,0.2884858225782712,0.27977946,0.008706414,0.0,1e-05
0.5159186124801636,0.32152968645095825,0.009378882125020027,0.2868397361886354,0.27856016,0.008279497,0.0,1e-05
0.4328194856643677,0.3268977403640747,0.009036356583237648,0.29796218131611374,0.28976694,0.008195212,0.0,1e-05
0.4253341257572174,0.29476338624954224,0.0077605783008039,0.27180436322534524,0.26501167,0.006792789,0.0,1e-05
1.01706862449646,0.3832968771457672,0.009972024708986282,0.2562200526856346,0.25018775,0.006032308,0.0,1e-05
0.41102731227874756,0.2928752899169922,0.007380488328635693,0.26757656686283926,0.26142764,0.0061488966,0.0,1e-05
0.39341574907302856,0.29071640968322754,0.006758877541869879,0.2466192538447586,0.24109046,0.0055288784,0.0,1e-05
0.4537563920021057,0.29892727732658386,0.006847596261650324,0.23821417334271067,0.23286633,0.005347862,0.0,1e-05
0.40502381324768066,0.3157165050506592,0.006820841692388058,0.24193228877804898,0.23726273,0.004669546,0.0,1e-05
0.44498077034950256,0.3095768988132477,0.0071019320748746395,0.23966672248494478,0.23485737,0.0048093447,0.0,1e-05
