IoU, Prec., Rec., F1, ang. err., std. ang. err., cent. err., std. cent. err. ,F. Neg, F. Pos, T. Pos 
0.5, 1.0, 0.99375, 0.9968652037617556, 0.9693372656528031, 0.8104363940545191, 1.1223059737767922, 0.7172609242779924, 4.0, 0.0, 636.0
0.55, 0.9984276729559748, 0.9921875, 0.9952978056426331, 0.9659356314212628, 0.8065248051681853, 1.1113178377926736, 0.6621807333399979, 5.0, 1.0, 635.0
0.6000000000000001, 0.9984276729559748, 0.9921875, 0.9952978056426331, 0.9659356314212628, 0.8065248051681853, 1.1113178377926736, 0.6621807333399979, 5.0, 1.0, 635.0
0.6500000000000001, 0.9984276729559748, 0.9921875, 0.9952978056426331, 0.9659356314212628, 0.8065248051681853, 1.1113178377926736, 0.6621807333399979, 5.0, 1.0, 635.0
0.7000000000000002, 0.9984276729559748, 0.9921875, 0.9952978056426331, 0.9659356314212628, 0.8065248051681853, 1.1113178377926736, 0.6621807333399979, 5.0, 1.0, 635.0
0.7500000000000002, 0.9937106918238994, 0.9875, 0.9905956112852665, 0.961960603030137, 0.7985546656255114, 1.0994731438330043, 0.6406695282589221, 8.0, 4.0, 632.0
0.8000000000000003, 0.9842767295597484, 0.978125, 0.9811912225705329, 0.9514047502806957, 0.7732518803057208, 1.0839312063779682, 0.6177112292365309, 14.0, 10.0, 626.0
0.8500000000000003, 0.9323899371069182, 0.9265625, 0.9294670846394983, 0.900225845070317, 0.7092830386049027, 1.0223567294985774, 0.5536110078766808, 47.0, 43.0, 593.0
0.9000000000000004, 0.6698113207547169, 0.665625, 0.6677115987460814, 0.76479733151022, 0.5721741556828376, 0.860548018384815, 0.44445757698047955, 214.0, 210.0, 426.0
0.9500000000000004, 0.10377358490566038, 0.103125, 0.10344827586206896, 0.4317511474963806, 0.32095253125437223, 0.6027289856975555, 0.34809291408141985, 574.0, 570.0, 66.0
Avg, 0.8677672955974842, 0.8623437500000002, 0.8650470219435736, 0.8843219468725604, 0.7210751886200605, 1.0236615408739407, 0.5970526114072017, --, --, --
Time: 7.123096591000262
