IoU, Prec., Rec., F1, ang. err., std. ang. err., cent. err., std. cent. err. ,F. Neg, F. Pos, T. Pos 
0.5, 0.9860248447204969, 0.9921875, 0.9890965732087227, 1.0988803048703923, 1.1444317675898288, 1.320189319251882, 1.5505410137931956, 5.0, 9.0, 635.0
0.55, 0.9860248447204969, 0.9921875, 0.9890965732087227, 1.0988803048703923, 1.1444317675898288, 1.320189319251882, 1.5505410137931956, 5.0, 9.0, 635.0
0.6000000000000001, 0.9860248447204969, 0.9921875, 0.9890965732087227, 1.0988803048703923, 1.1444317675898288, 1.320189319251882, 1.5505410137931956, 5.0, 9.0, 635.0
0.6500000000000001, 0.984472049689441, 0.990625, 0.987538940809969, 1.0929631069431591, 1.1355864034162757, 1.3047420442576052, 1.5021474261580456, 6.0, 10.0, 634.0
0.7000000000000002, 0.9798136645962733, 0.9859375, 0.9828660436137072, 1.0856853234554098, 1.1304499350264607, 1.259656246263251, 1.3554161191050849, 9.0, 13.0, 631.0
0.7500000000000002, 0.9751552795031055, 0.98125, 0.9781931464174455, 1.0771275716892428, 1.1255214116270684, 1.2212152676950452, 1.237365424420914, 12.0, 16.0, 628.0
0.8000000000000003, 0.9549689440993789, 0.9609375, 0.9579439252336448, 1.039283353790312, 1.0846328788066397, 1.0895650311625524, 0.8412846275143796, 25.0, 29.0, 615.0
0.8500000000000003, 0.9177018633540373, 0.9234375, 0.9205607476635514, 0.9819207516951273, 1.022018381234215, 1.0276480264459722, 0.6896801513008175, 49.0, 53.0, 591.0
0.9000000000000004, 0.7732919254658385, 0.778125, 0.7757009345794393, 0.975484881030892, 1.036827061721491, 0.9214794364979546, 0.528123450034813, 142.0, 146.0, 498.0
0.9500000000000004, 0.2608695652173913, 0.2625, 0.26168224299065423, 1.126383221461251, 1.1942327290830212, 0.6702046466677741, 0.37001159527104005, 472.0, 476.0, 168.0
Avg, 0.8804347826086957, 0.8859375, 0.8831775700934579, 1.0675489124676572, 1.1162564103684658, 1.1455078656745799, 1.1175651835184683, --, --, --
Time: 8.025014544999067
