IoU, Prec., Rec., F1, ang. err., std. ang. err., cent. err., std. cent. err. ,F. Neg, F. Pos, T. Pos 
0.5, 0.9875195007800313, 0.9890625, 0.9882903981264637, 1.4942714697188488, 4.731028525037773, 1.3787260062265307, 1.8305873266862625, 7.0, 8.0, 633.0
0.55, 0.9875195007800313, 0.9890625, 0.9882903981264637, 1.4942714697188488, 4.731028525037773, 1.3787260062265307, 1.8305873266862625, 7.0, 8.0, 633.0
0.6000000000000001, 0.9859594383775351, 0.9875, 0.9867291178766588, 1.495501844188835, 4.734668745895042, 1.3563252308031728, 1.743191379258021, 8.0, 9.0, 632.0
0.6500000000000001, 0.984399375975039, 0.9859375, 0.985167837626854, 1.4915971710640352, 4.737402212455477, 1.33931570213566, 1.6913542178859096, 9.0, 10.0, 631.0
0.7000000000000002, 0.9781591263650546, 0.9796875, 0.9789227166276347, 1.4884958951667164, 4.752239277005016, 1.2712484580276926, 1.4651536476314884, 13.0, 14.0, 627.0
0.7500000000000002, 0.9656786271450858, 0.9671875, 0.9664324746291959, 1.4940722932337944, 4.780825590881806, 1.1680530067675792, 1.1550698037856906, 21.0, 22.0, 619.0
0.8000000000000003, 0.9563182527301092, 0.9578125, 0.957064793130367, 1.4927370155421595, 4.802562128160826, 1.101750909556005, 0.9437203255883101, 27.0, 28.0, 613.0
0.8500000000000003, 0.9173166926677067, 0.91875, 0.9180327868852459, 1.4905579236088966, 4.900589346146877, 1.005588238381848, 0.7021774076736524, 52.0, 53.0, 588.0
0.9000000000000004, 0.7862714508580343, 0.7875, 0.7868852459016393, 1.415040273515005, 4.092081437041083, 0.8852730991014078, 0.5063473451593574, 136.0, 137.0, 504.0
0.9500000000000004, 0.29797191887675506, 0.2984375, 0.29820452771272443, 1.5301742154266198, 5.079033292102847, 0.662244613134288, 0.3548483269968046, 449.0, 450.0, 191.0
Avg, 0.8847113884555382, 0.88609375, 0.8854020296643247, 1.488671957118376, 4.734145907976451, 1.1547251270360714, 1.2223037107351762, --, --, --
Time: 7.829713285991602
