IoU, Prec., Rec., F1, ang. err., std. ang. err., cent. err., std. cent. err. ,F. Neg, F. Pos, T. Pos 
0.5, 0.9842931937172775, 0.9749351771823682, 0.979591836734694, 43.64790592612104, 26.758481319372546, 2.3747890555961133, 2.4126514187211736, 29.0, 18.0, 1128.0
0.55, 0.9842931937172775, 0.9749351771823682, 0.979591836734694, 43.64790592612104, 26.758481319372546, 2.3747890555961133, 2.4126514187211736, 29.0, 18.0, 1128.0
0.6000000000000001, 0.9842931937172775, 0.9749351771823682, 0.979591836734694, 43.64790592612104, 26.758481319372546, 2.3747890555961133, 2.4126514187211736, 29.0, 18.0, 1128.0
0.6500000000000001, 0.9842931937172775, 0.9749351771823682, 0.979591836734694, 43.64790592612104, 26.758481319372546, 2.3747890555961133, 2.4126514187211736, 29.0, 18.0, 1128.0
0.7000000000000002, 0.9799301919720768, 0.9706136560069144, 0.9752496743378203, 43.621636661374986, 26.805359376001586, 2.2956644173861727, 2.1024189200583434, 34.0, 23.0, 1123.0
0.7500000000000002, 0.9773123909249564, 0.9680207433016422, 0.9726443768996962, 43.586983242843836, 26.823358350096097, 2.259832713217835, 1.9848081353382807, 37.0, 26.0, 1120.0
0.8000000000000003, 0.9668411867364747, 0.9576490924805532, 0.9622231871471995, 43.57949326249236, 26.932372760031967, 2.147471296693175, 1.66543985100666, 49.0, 38.0, 1108.0
0.8500000000000003, 0.9511343804537522, 0.9420916162489196, 0.9465914025184542, 43.49701590909871, 27.105971395065033, 2.008376181023884, 1.2526200092033661, 67.0, 56.0, 1090.0
0.9000000000000004, 0.8891797556719022, 0.8807260155574762, 0.8849326964828484, 43.55803296797643, 26.95731940819988, 1.872071239443679, 1.0389408087897956, 138.0, 127.0, 1019.0
0.9500000000000004, 0.4755671902268761, 0.4710458081244598, 0.4732957012592271, 43.26706879642032, 26.127780746010924, 1.3776662155757995, 0.6802713414954912, 612.0, 601.0, 545.0
Avg, 0.9177137870855148, 0.9089887640449439, 0.9133304385584019, 43.57018545446908, 26.77860873128957, 2.1460238285725, 1.837510474077663, --, --, --
Time: 14.954461387999345
