IoU, Prec., Rec., F1, ang. err., std. ang. err., cent. err., std. cent. err. ,F. Neg, F. Pos, T. Pos 
0.5, 1.0, 0.9230769230769231, 0.9600000000000001, 39.09003003438314, 0.8976980760860679, 4.055608505853692, 5.2655532083105205, 1.0, 0.0, 12.0
0.55, 1.0, 0.9230769230769231, 0.9600000000000001, 39.09003003438314, 0.8976980760860679, 4.055608505853692, 5.2655532083105205, 1.0, 0.0, 12.0
0.6000000000000001, 1.0, 0.9230769230769231, 0.9600000000000001, 39.09003003438314, 0.8976980760860679, 4.055608505853692, 5.2655532083105205, 1.0, 0.0, 12.0
0.6500000000000001, 1.0, 0.9230769230769231, 0.9600000000000001, 39.09003003438314, 0.8976980760860679, 4.055608505853692, 5.2655532083105205, 1.0, 0.0, 12.0
0.7000000000000002, 0.9166666666666666, 0.8461538461538461, 0.8799999999999999, 39.07249866832387, 0.9356462029792789, 2.483295407259042, 0.7619572711096642, 2.0, 1.0, 11.0
0.7500000000000002, 0.9166666666666666, 0.8461538461538461, 0.8799999999999999, 39.07249866832387, 0.9356462029792789, 2.483295407259042, 0.7619572711096642, 2.0, 1.0, 11.0
0.8000000000000003, 0.9166666666666666, 0.8461538461538461, 0.8799999999999999, 39.07249866832387, 0.9356462029792789, 2.483295407259042, 0.7619572711096642, 2.0, 1.0, 11.0
0.8500000000000003, 0.9166666666666666, 0.8461538461538461, 0.8799999999999999, 39.07249866832387, 0.9356462029792789, 2.483295407259042, 0.7619572711096642, 2.0, 1.0, 11.0
0.9000000000000004, 0.9166666666666666, 0.8461538461538461, 0.8799999999999999, 39.07249866832387, 0.9356462029792789, 2.483295407259042, 0.7619572711096642, 2.0, 1.0, 11.0
0.9500000000000004, 0.75, 0.6923076923076923, 0.7199999999999999, 38.800897386338974, 0.6608673479385255, 2.199701048885437, 0.504213294514661, 4.0, 3.0, 9.0
Avg, 0.9333333333333333, 0.8615384615384614, 0.8959999999999998, 39.05235108654909, 0.8929890667179192, 3.0838612108595416, 2.537621248330507, --, --, --
Time: 3.6925148820000686
