IoU, Prec., Rec., F1, ang. err., std. ang. err., cent. err., std. cent. err. ,F. Neg, F. Pos, T. Pos 
0.5, 0.9947643979057592, 0.9853068280034573, 0.9900130264871907, 0.8843999125791799, 0.6865872594818772, 0.0, 0.0, 17.0, 6.0, 1140.0
0.55, 0.9947643979057592, 0.9853068280034573, 0.9900130264871907, 0.8843999125791799, 0.6865872594818772, 0.0, 0.0, 17.0, 6.0, 1140.0
0.6000000000000001, 0.993891797556719, 0.9844425237683665, 0.989144594007816, 0.8841463833722152, 0.6868352514730848, 0.0, 0.0, 18.0, 7.0, 1139.0
0.6500000000000001, 0.9912739965095986, 0.9818496110630942, 0.9865392965696917, 0.884674957794106, 0.6876229740399672, 0.0, 0.0, 21.0, 10.0, 1136.0
0.7000000000000002, 0.9860383944153578, 0.9766637856525497, 0.9813287016934434, 0.8830607955002688, 0.688495005272573, 0.0, 0.0, 27.0, 16.0, 1130.0
0.7500000000000002, 0.9703315881326352, 0.9611063094209161, 0.9656969170646982, 0.8834295541178914, 0.6868469632250935, 0.0, 0.0, 45.0, 34.0, 1112.0
0.8000000000000003, 0.9502617801047121, 0.9412273120138289, 0.9457229700390795, 0.8797733013273908, 0.6793075707891951, 0.0, 0.0, 68.0, 57.0, 1089.0
0.8500000000000003, 0.9109947643979057, 0.902333621434745, 0.9066435084672166, 0.8696965021857774, 0.6720574902459631, 0.0, 0.0, 113.0, 102.0, 1044.0
0.9000000000000004, 0.8115183246073299, 0.8038029386343993, 0.8076422058184978, 0.8344119359197203, 0.6272422646997826, 0.0, 0.0, 227.0, 216.0, 930.0
0.9500000000000004, 0.4389179755671902, 0.4347450302506482, 0.4368215371254885, 0.6872185701798876, 0.502113354918046, 0.0, 0.0, 654.0, 643.0, 503.0
Avg, 0.9042757417102966, 0.8956784788245462, 0.8999565783760313, 0.8575211825555618, 0.660369539362746, 0.0, 0.0, --, --, --
Time: 14.520999541000151
