IoU, Prec., Rec., F1, ang. err., std. ang. err., cent. err., std. cent. err. ,F. Neg, F. Pos, T. Pos 
0.5, 0.9928057553956835, 0.9541918755401901, 0.9731159100925518, 0.8124652001348726, 0.6830865408869036, 1.8685142772608427, 1.1226622894844682, 53.0, 8.0, 1104.0
0.55, 0.9919064748201439, 0.9533275713050994, 0.9722344645218158, 0.8131786385122709, 0.6829848660596053, 1.8587524823502786, 1.0753186583009766, 54.0, 9.0, 1103.0
0.6000000000000001, 0.9910071942446043, 0.9524632670700086, 0.9713530189510798, 0.8138491868461939, 0.6829316746785841, 1.849543301457398, 1.0314141550225624, 55.0, 10.0, 1102.0
0.6500000000000001, 0.9910071942446043, 0.9524632670700086, 0.9713530189510798, 0.8138491868461939, 0.6829316746785841, 1.849543301457398, 1.0314141550225624, 55.0, 10.0, 1102.0
0.7000000000000002, 0.9901079136690647, 0.9515989628349178, 0.9704715733803436, 0.8142948494262608, 0.6830815539634026, 1.8457201992613317, 1.0240480612847216, 56.0, 11.0, 1101.0
0.7500000000000002, 0.9892086330935251, 0.9507346585998271, 0.9695901278096077, 0.8150279068101508, 0.6829589619745668, 1.8430788177302948, 1.0207576643285192, 57.0, 12.0, 1100.0
0.8000000000000003, 0.9838129496402878, 0.9455488331892826, 0.9643014543851917, 0.8129624758180677, 0.6803166286932486, 1.8281067404335543, 1.002660399621581, 63.0, 18.0, 1094.0
0.8500000000000003, 0.9379496402877698, 0.9014693171996543, 0.9193477302776554, 0.7788104714430697, 0.6364332698641051, 1.7520163676556288, 0.9336320696148573, 114.0, 69.0, 1043.0
0.9000000000000004, 0.72931654676259, 0.7009507346585998, 0.7148523578669017, 0.6834959459913753, 0.5081907300720635, 1.5653969806358412, 0.8445210709769332, 346.0, 301.0, 811.0
0.9500000000000004, 0.14298561151079137, 0.13742437337942956, 0.1401498457470251, 0.37909585647859095, 0.2719688491714122, 0.9833231046641224, 0.5363844984613166, 998.0, 953.0, 159.0
Avg, 0.8740107913669064, 0.8400172860847018, 0.8566769501983253, 0.7537029718307047, 0.6194884750042476, 1.7243995572906692, 0.9622813022118499, --, --, --
Time: 12.314487367031688
