val_loss,val_regression_loss,val_classification_loss,loss,regression_loss,classification_loss,mAP,lr
1.5576508045196533,0.46959638595581055,0.5053561925888062,1.7475928767227833,0.68277323,1.0648199,0.6631797924763139,1e-05
0.6998957395553589,0.4016335904598236,0.11146719753742218,0.7046676298350464,0.46965122,0.23501647,0.9486909058105724,1e-05
0.5154339075088501,0.3756404519081116,0.05128809064626694,0.4770808236466514,0.40877306,0.06830778,0.9861777059934325,1e-05
0.44903478026390076,0.34472882747650146,0.03441164642572403,0.4144815925830676,0.37553322,0.03894828,0.991233958259415,1e-05
0.46959188580513,0.34058427810668945,0.026571150869131088,0.3867317130904139,0.35927576,0.02745598,0.9938112840914182,1e-05
0.3919868767261505,0.31732839345932007,0.020774642005562782,0.3621060036950641,0.34147146,0.020634564,0.9930890341645834,1e-05
0.4143713712692261,0.3217170834541321,0.01671186462044716,0.3410777232069292,0.32465157,0.016426116,0.9955996583493493,1e-05
0.36414003372192383,0.3081301748752594,0.014596429653465748,0.3337149072760417,0.31982613,0.013888793,0.9967149056806921,1e-05
0.3271913528442383,0.3021908402442932,0.012587549164891243,0.3194343603595539,0.30784437,0.011589824,0.9959614171758309,1e-05
0.30142438411712646,0.29037103056907654,0.011371055617928505,0.3044844997793804,0.29461458,0.009869903,0.9954857574109174,1e-05
0.3102576434612274,0.29600465297698975,0.009752807207405567,0.29655501563791875,0.28807062,0.008484261,0.9968459341504237,1e-05
0.26298788189888,0.29044675827026367,0.008846447803080082,0.284924420217673,0.27739307,0.007531347,0.9962322634194003,1e-05
0.27803802490234375,0.2921716868877411,0.008727499283850193,0.2798586668055735,0.2732177,0.0066409567,0.9960148084890625,1e-05
0.23360247910022736,0.2778620421886444,0.007663355208933353,0.2746797795464963,0.26843658,0.006243165,0.9944821924741669,1e-05
0.28474047780036926,0.32112494111061096,0.007814600132405758,0.2666139903903743,0.26102546,0.0055886656,0.9944347097145332,1e-05
0.2293117344379425,0.2899646461009979,0.007687969598919153,0.2586894483753928,0.25354502,0.0051443903,0.9951610866227281,1e-05
0.26718801259994507,0.27953997254371643,0.006578152067959309,0.26270121862582957,0.25778562,0.004915594,0.9937820214271427,1e-05
0.22091664373874664,0.27595996856689453,0.006492497865110636,0.24877921300997705,0.24430673,0.004472438,0.995909791520281,1e-05
0.21908465027809143,0.2708277106285095,0.006067999638617039,0.24167813512462158,0.23757459,0.0041035097,0.9942624875365538,1e-05
0.24317002296447754,0.28032150864601135,0.00577208399772644,0.23711160919916482,0.23327231,0.0038391987,0.9963267186539768,1e-05
0.21034501492977142,0.27644044160842896,0.005550731904804707,0.2345566338411084,0.23092347,0.0036331397,0.994811982408428,1e-05
0.2063409388065338,0.27474695444107056,0.0054311687126755714,0.22523425689633983,0.22202086,0.003213402,0.9958928725663418,1e-05
0.20023584365844727,0.27452534437179565,0.005615319591015577,0.22172794401369714,0.21858926,0.0031386334,0.9958545287787213,1e-05
0.22625693678855896,0.28279298543930054,0.00518124969676137,0.22118301071042631,0.21817094,0.00301211,0.9960695961053891,1e-05
0.22460970282554626,0.2652203142642975,0.005074860528111458,0.21173171331117183,0.20887107,0.002860671,0.9957924432213052,1e-05
