val_loss,val_regression_loss,val_classification_loss,loss,regression_loss,classification_loss,mAP,lr
6.517932891845703,0.5731687545776367,0.2611362636089325,1.1853251817702042,0.74864244,0.43668264,0.9272896561861845,1e-05
12.698604583740234,0.48002883791923523,0.22306908667087555,0.605027636419041,0.5107162,0.0943113,0.9514439469073515,1e-05
1.912229299545288,0.4325687885284424,0.08504548668861389,0.4996549882973083,0.43884662,0.06080845,0.9637181321631249,1e-05
1.2347972393035889,0.41304489970207214,0.056336063891649246,0.4329144148475895,0.39641804,0.0364963,0.9734368097762316,1e-05
0.4842277765274048,0.3851589560508728,0.0504593551158905,0.3947437749423011,0.3664126,0.028331319,0.9722284177928111,1e-05
0.3327803313732147,0.360515296459198,0.03778683394193649,0.3681221487320433,0.34623262,0.021889457,0.9767821778223864,1e-05
0.5284923315048218,0.34782999753952026,0.03447772562503815,0.34415623472269735,0.32392085,0.020235445,0.9801704905357324,1e-05
0.6100709438323975,0.34182488918304443,0.02999492920935154,0.3186903583318597,0.30403206,0.014658244,0.9852724207330672,1e-05
1.220599889755249,0.34605562686920166,0.03510081768035889,0.3011974851557317,0.28889737,0.0123000955,0.9785109325580608,1e-05
0.6083453297615051,0.32480427622795105,0.028947144746780396,0.28924778477533375,0.27889574,0.010352184,0.9813190944038179,1e-05
0.8129544258117676,0.3175632059574127,0.03335235267877579,0.2766662190324037,0.26842007,0.008246112,0.9821596570010209,1e-05
0.01585647463798523,0.29695507884025574,0.023765800520777702,0.2657722698396824,0.25642496,0.0093473345,0.9878950531162691,1e-05
0.7638571262359619,0.2981216311454773,0.03170369192957878,0.2585839762853796,0.25141925,0.007164708,0.9802024391212553,1e-05
0.07507649064064026,0.2985193729400635,0.024751991033554077,0.2453290505334441,0.23894987,0.0063791876,0.9878028838908453,1e-05
0.9011390805244446,0.28996190428733826,0.034180592745542526,0.24204932906979762,0.23683529,0.005214068,0.986051651117591,1e-05
0.10261673480272293,0.30025479197502136,0.02611958049237728,0.23173493626444955,0.22752701,0.0042077485,0.9847533335538489,1e-05
0.2606569528579712,0.27662885189056396,0.029373910278081894,0.22653085504292436,0.22162828,0.0049025496,0.9875022993920115,1e-05
0.11919432878494263,0.2812654972076416,0.02392127737402916,0.2205627847075256,0.21578528,0.004777493,0.9888290795983806,1e-05
0.6849868893623352,0.2738610506057739,0.03136316314339638,0.21696916299525756,0.21355116,0.0034179369,0.9907595184257026,1e-05
0.3318805992603302,0.2685261070728302,0.02589462324976921,0.2123277566448859,0.20902398,0.0033039066,0.9872485660370427,1e-05
0.07004101574420929,0.2756909132003784,0.022979428991675377,0.20435395166602766,0.20105061,0.0033033562,0.9909478530233761,1e-05
0.002899537794291973,0.2724301218986511,0.026298992335796356,0.2002292811693243,0.19750261,0.0027266538,0.9881896272521793,1e-05
0.28334563970565796,0.2642804682254791,0.02653258480131626,0.1954311002529941,0.19321719,0.0022138732,0.9880266731906423,1e-05
0.09948205202817917,0.26495981216430664,0.024110177531838417,0.19669221555667815,0.19365443,0.0030378045,0.988494444170946,1e-05
0.025992678478360176,0.2641330063343048,0.02397359348833561,0.19065746356365862,0.18826517,0.0023923977,0.9880539430596611,1e-05
