val_loss,val_regression_loss,val_classification_loss,loss,regression_loss,classification_loss,mAP,lr
1.6025944948196411,0.47077369689941406,0.4646766781806946,1.583177144512718,0.6882409,0.8949364,0.7630459793608875,1e-05
0.83896803855896,0.39896899461746216,0.13950037956237793,0.7627173850749746,0.47283977,0.28987765,0.9354878374672051,1e-05
0.5947533845901489,0.3684183657169342,0.051648400723934174,0.493368144756482,0.41604394,0.07732427,0.9907503065678364,1e-05
0.43083032965660095,0.3395337462425232,0.03531454876065254,0.42405663439889013,0.38269165,0.04136494,0.9913559800326481,1e-05
0.4210774898529053,0.3403768539428711,0.02872614935040474,0.3900305195539086,0.36004886,0.029981688,0.9940422196813206,1e-05
0.39993372559547424,0.3378698527812958,0.022419610992074013,0.36927901300383204,0.3455781,0.023700928,0.9934562126782457,1e-05
0.3669699430465698,0.3128521740436554,0.018557751551270485,0.3478530547409146,0.32934925,0.018503802,0.9936195948734716,1e-05
0.3776818513870239,0.31993353366851807,0.01595630683004856,0.33874979537026384,0.32353842,0.015211311,0.9957407555204891,1e-05
0.33476826548576355,0.3032399117946625,0.014223995618522167,0.327868683654585,0.3142479,0.013620806,0.9939127977117446,1e-05
0.308182954788208,0.308236300945282,0.012004074640572071,0.30989951773742097,0.29874387,0.01115567,0.9932324151250158,1e-05
0.2856141924858093,0.2961392104625702,0.010373072698712349,0.2984033268818885,0.2888063,0.009597088,0.9942397218978749,1e-05
0.30129316449165344,0.28439754247665405,0.009364038705825806,0.2889932231678639,0.28046623,0.008527054,0.9922886625730765,1e-05
0.28376466035842896,0.2912675440311432,0.009046046063303947,0.2929525156447917,0.2852916,0.007660944,0.9942569836731205,1e-05
0.29495561122894287,0.2926410734653473,0.008161316625773907,0.26949356818272746,0.26288605,0.0066075088,0.9897999003767048,1e-05
0.279196172952652,0.29330599308013916,0.007747823838144541,0.27081879039789425,0.2647867,0.0060321013,0.9961689733302511,1e-05
0.2558164894580841,0.2848265469074249,0.007218024227768183,0.26065686588853965,0.25515383,0.0055029364,0.991189174862517,1e-05
0.24419768154621124,0.27535855770111084,0.006943547632545233,0.25397191587605594,0.24878661,0.0051853247,0.9946818640796424,1e-05
0.2714637517929077,0.2790091633796692,0.006254054605960846,0.2453887331540938,0.24056223,0.004826517,0.995090206704029,1e-05
0.22332684695720673,0.2778158187866211,0.0059803384356200695,0.24651273197413962,0.24193923,0.0045734723,0.9950576833160574,1e-05
0.2502167820930481,0.2826155424118042,0.00618421845138073,0.2396000176668167,0.23541503,0.0041850065,0.9947614000694445,1e-05
0.21019479632377625,0.27655208110809326,0.005684845615178347,0.23557367677121988,0.23164538,0.0039282837,0.9931547925877122,1e-05
0.20554545521736145,0.2710503041744232,0.005778470076620579,0.2318435191280312,0.22820565,0.0036379234,0.9938820344122017,1e-05
0.21903574466705322,0.26765164732933044,0.0055663553066551685,0.22484468282372863,0.22130203,0.0035425946,0.9926420398272049,1e-05
0.2258242666721344,0.26346346735954285,0.0053579239174723625,0.22049692516893515,0.21723448,0.0032625282,0.9944967774937048,1e-05
0.32075706124305725,0.2963748276233673,0.005054771900177002,0.2204242804904043,0.21727088,0.0031533989,0.9939013143721751,1e-05
